,ProjectID,Project Summary,Scope and Deliverables,Theme_x,Products Involved,Required Skills and Expertise,Customer Preferences (Certifications),Integration Requirements (Expertise Areas),Customer Industry,Work Location_x,Work Flexibility_x,Languages Required,Complexity,Effort,Requested End,EmployeeID,Role Name,Role Description,Theme_y,Products Experience,Core Competencies,External/Internal Certifications,Expertise Areas,Industry Experience,Work Location_y,Work Flexibility_y,Languages Known,Available From,Weekly Availability in Hours,Cultural Awareness,Problem Solving,Leadership,Product Match Score,Location Match Score,Language Match Score,Industry Match Score,Skill Match Score,Certification Match Score,Expertise Match Score,Job Description Match Score,Cultural Awareness Score,Problem Solving Score,Leadership Score,Availability Score,Available,Product Match Score Weighted,Location Match Score Weighted,Language Match Score Weighted,Industry Match Score Weighted,Skill Match Score Weighted,Certification Match Score Weighted,Expertise Match Score Weighted,Job Description Match Score Weighted,Cultural Awareness Score Weighted,Problem Solving Score Weighted,Leadership Score Weighted,Final Score
108,P6,Employee training,Give overview on Learning Management System (LMS),HR,"['HRIS Plus', 'Employee Experience Platform']","{'Dgiital HR': 7, 'Organizational Development': 10, 'Talent Management': 8}",['PMP'],"['Employee Experience Platforms', 'HRIS Systems']",Manufacturing,Berlin,hybrid,"{'German': 'B2', 'Italian': 'A1', 'Frenhc': 'C2'}",3,110,2025-06-08,E9,IT Systems Engineer,Maintains and optimizes internal IT infrastructure.,Technical,"['IntegrationHub', 'Print2.0', 'Workflow2000']","{'API Development': 6, 'IT Infrastructure': 6}","['ISO 27001', 'Microsoft Azure Certification']","['Cloud Infrastructure', 'Scripting']","['Retail', 'Education']",Berlin,onsite,"{'French': 'B2', 'German': 'C2'}",2025-06-06,30,7,1,5,0.0,1.0,0.56,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.5,0.08,0,0.0,1.0,0.56,0.0,0.0,0.0,0.0,0.0,0.35,0.05,0.25,2.21
111,P6,Employee training,Give overview on Learning Management System (LMS),HR,"['HRIS Plus', 'Employee Experience Platform']","{'Dgiital HR': 7, 'Organizational Development': 10, 'Talent Management': 8}",['PMP'],"['Employee Experience Platforms', 'HRIS Systems']",Manufacturing,Berlin,hybrid,"{'German': 'B2', 'Italian': 'A1', 'Frenhc': 'C2'}",3,110,2025-06-08,E12,Strategy Consultant,Advises leadership on business growth and optimization strategies.,Consulting,['Strategy Kit'],"{'Project Management': 9, 'Change Management': 10}","['Agile Practitioner', 'PMP']","['Business Workflow Optimization', 'Strategic Planning']",['Healthcare'],Berlin,onsite,{'French': 'B1'},2025-06-10,20,9,2,1,0.0,1.0,0.17,0.0,1.0,1.0,0.0,0.036,0.9,0.2,0.1,0.0,0,0.0,1.0,0.17,0.0,2.0,0.8,0.0,0.072,0.45,0.1,0.05,4.6419999999999995
118,P6,Employee training,Give overview on Learning Management System (LMS),HR,"['HRIS Plus', 'Employee Experience Platform']","{'Dgiital HR': 7, 'Organizational Development': 10, 'Talent Management': 8}",['PMP'],"['Employee Experience Platforms', 'HRIS Systems']",Manufacturing,Berlin,hybrid,"{'German': 'B2', 'Italian': 'A1', 'Frenhc': 'C2'}",3,110,2025-06-08,E19,Customer Success Manager,Supports post-sales success and client satisfaction.,Sales,"['SalesForce Light', 'Loyalty CRM']","{'Client Management': 9, 'Customer Relationship Management': 10, 'CRM Integration': 5}",['Certified Sales Professional (CSP)'],"['Sales Pipeline Automation', 'CRM Integration']","['Education', 'Finance', 'Healthcare']",Berlin,hybrid,"{'English': 'A2', 'Italian': 'A1', 'French': 'C1'}",2025-06-12,30,3,3,1,0.0,1.0,0.61,0.0,1.0,0.0,0.0,0.0,0.3,0.3,0.1,0.0,0,0.0,1.0,0.61,0.0,2.0,0.0,0.0,0.0,0.15,0.15,0.05,3.9599999999999995
104,P6,Employee training,Give overview on Learning Management System (LMS),HR,"['HRIS Plus', 'Employee Experience Platform']","{'Dgiital HR': 7, 'Organizational Development': 10, 'Talent Management': 8}",['PMP'],"['Employee Experience Platforms', 'HRIS Systems']",Manufacturing,Berlin,hybrid,"{'German': 'B2', 'Italian': 'A1', 'Frenhc': 'C2'}",3,110,2025-06-08,E5,Legal Counsel,Provides legal support for contracts and compliance.,Legal,['Contract Manager Pro'],"{'Document Review': 8, 'Regulatory Knowledge': 4, 'Contract Management': 7}",['GDPR Certification'],"['Document Archiving', 'Regulatory Compliance Tools']",['Education'],London,remote,"{'Italian': 'A2', 'German': 'A2'}",2025-06-12,10,4,10,4,0.0,0.0,0.56,0.0,1.0,0.0,0.0,0.0,0.4,1.0,0.4,0.0,0,0.0,0.0,0.56,0.0,2.0,0.0,0.0,0.0,0.2,0.5,0.2,3.4600000000000004
114,P6,Employee training,Give overview on Learning Management System (LMS),HR,"['HRIS Plus', 'Employee Experience Platform']","{'Dgiital HR': 7, 'Organizational Development': 10, 'Talent Management': 8}",['PMP'],"['Employee Experience Platforms', 'HRIS Systems']",Manufacturing,Berlin,hybrid,"{'German': 'B2', 'Italian': 'A1', 'Frenhc': 'C2'}",3,110,2025-06-08,E15,Pre-Sales Engineer,Prepares technical demos and solution proposals for prospects.,Sales,['CRM Pro'],"{'CRM Integration': 6, 'Negotiation': 5, 'Client Management': 10, 'Customer Relationship Management': 10}",['CRM Specialist Certification'],"['Sales Pipeline Automation', 'CRM Integration']","['Retail', 'Finance', 'Education']",London,onsite,{'Italian': 'B2'},2025-06-08,40,7,10,3,0.0,0.0,0.33,0.0,1.0,0.0,0.0,0.0,0.7,1.0,0.3,0.0,0,0.0,0.0,0.33,0.0,2.0,0.0,0.0,0.0,0.35,0.5,0.15,3.33
119,P6,Employee training,Give overview on Learning Management System (LMS),HR,"['HRIS Plus', 'Employee Experience Platform']","{'Dgiital HR': 7, 'Organizational Development': 10, 'Talent Management': 8}",['PMP'],"['Employee Experience Platforms', 'HRIS Systems']",Manufacturing,Berlin,hybrid,"{'German': 'B2', 'Italian': 'A1', 'Frenhc': 'C2'}",3,110,2025-06-08,E20,Sales Account Manager,Manages customer accounts and drives sales processes.,Sales,"['Loyalty CRM', 'SalesForce Light']","{'Customer Relationship Management': 5, 'Negotiation': 6, 'Client Management': 5}",['Certified Sales Professional (CSP)'],['Sales Pipeline Automation'],"['Healthcare', 'Retail', 'Education']",London,onsite,{'French': 'B1'},2025-06-13,10,8,6,8,0.0,0.0,0.17,0.0,0.78,0.0,0.0,0.0,0.8,0.6,0.8,0.0,0,0.0,0.0,0.17,0.0,1.56,0.0,0.0,0.0,0.4,0.3,0.4,2.8299999999999996
113,P6,Employee training,Give overview on Learning Management System (LMS),HR,"['HRIS Plus', 'Employee Experience Platform']","{'Dgiital HR': 7, 'Organizational Development': 10, 'Talent Management': 8}",['PMP'],"['Employee Experience Platforms', 'HRIS Systems']",Manufacturing,Berlin,hybrid,"{'German': 'B2', 'Italian': 'A1', 'Frenhc': 'C2'}",3,110,2025-06-08,E14,Compliance Manager,Ensures adherence to regulations and company standards.,Legal,"['Compliance Suite', 'Regulatory Tracker']","{'Regulatory Knowledge': 4, 'Document Review': 6}","['GDPR Certification', 'Contract Law Certification']",['Contract Management Systems'],"['Finance', 'Education', 'Manufacturing']",London,remote,"{'Italian': 'A2', 'German': 'C2', 'English': 'B1'}",2025-06-17,40,9,10,5,0.0,0.0,0.67,1.0,0.0,0.0,0.0,0.0,0.9,1.0,0.5,0.0,0,0.0,0.0,0.67,0.8,0.0,0.0,0.0,0.0,0.45,0.5,0.25,2.67
117,P6,Employee training,Give overview on Learning Management System (LMS),HR,"['HRIS Plus', 'Employee Experience Platform']","{'Dgiital HR': 7, 'Organizational Development': 10, 'Talent Management': 8}",['PMP'],"['Employee Experience Platforms', 'HRIS Systems']",Manufacturing,Berlin,hybrid,"{'German': 'B2', 'Italian': 'A1', 'Frenhc': 'C2'}",3,110,2025-06-08,E18,Solution Architect,Designs high-level technical solutions for enterprise customers.,Technical,['Print2.0'],"{'Data Analysis': 6, 'API Development': 8, 'Workflow Automation': 4, 'Cloud Services': 10, 'IT Infrastructure': 6}",['Microsoft Azure Certification'],['API Integration'],['Manufacturing'],London,remote,{'French': 'C2'},2025-06-19,30,6,7,10,0.0,0.0,0.33,1.0,0.0,0.0,0.0,0.0,0.6,0.7,1.0,0.0,0,0.0,0.0,0.33,0.8,0.0,0.0,0.0,0.0,0.3,0.35,0.5,2.2800000000000002
115,P6,Employee training,Give overview on Learning Management System (LMS),HR,"['HRIS Plus', 'Employee Experience Platform']","{'Dgiital HR': 7, 'Organizational Development': 10, 'Talent Management': 8}",['PMP'],"['Employee Experience Platforms', 'HRIS Systems']",Manufacturing,Berlin,hybrid,"{'German': 'B2', 'Italian': 'A1', 'Frenhc': 'C2'}",3,110,2025-06-08,E16,Data Analyst,Analyzes data and delivers business insights.,Technical,['IntegrationHub'],"{'IT Infrastructure': 6, 'Data Analysis': 5, 'Cloud Services': 10, 'Workflow Automation': 9, 'API Development': 8}",['ISO 27001'],"['Cybersecurity', 'Networking']","['Retail', 'Education', 'Healthcare']",Berlin,remote,"{'Italian': 'B2', 'English': 'B2', 'French': 'B1'}",2025-06-09,40,7,9,9,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.7,0.9,0.9,0.0,0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.35,0.45,0.45,2.25
100,P6,Employee training,Give overview on Learning Management System (LMS),HR,"['HRIS Plus', 'Employee Experience Platform']","{'Dgiital HR': 7, 'Organizational Development': 10, 'Talent Management': 8}",['PMP'],"['Employee Experience Platforms', 'HRIS Systems']",Manufacturing,Berlin,hybrid,"{'German': 'B2', 'Italian': 'A1', 'Frenhc': 'C2'}",3,110,2025-06-08,E1,Field Support Engineer,Provides onsite technical support for Canon products.,Technical,"['CloudSuite', 'Workflow2000']","{'Workflow Automation': 6, 'Cloud Services': 8, 'API Development': 10, 'Data Analysis': 9}",['ISO 27001'],['Networking'],['Retail'],London,remote,"{'French': 'C1', 'English': 'C2', 'German': 'A2'}",2025-06-19,20,7,7,1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.05,1.25
135,P7,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['CloudSuite', 'AIcSan', 'Print2.0']","{'Workflow Automation': 9, 'IT nIfrastructure': 7, 'Cloud Services': 8, 'Data Aanlysis': 6}","['Microsoft Azure Certification', 'ISO 27001']","['Cybersecurity', 'Scripting']",Educatino,Vienna,remote,"{'German': 'B1', 'English': 'B2', 'French': 'C2'}",8,20,2025-07-06,E16,Data Analyst,Analyzes data and delivers business insights.,Technical,['IntegrationHub'],"{'IT Infrastructure': 6, 'Data Analysis': 5, 'Cloud Services': 10, 'Workflow Automation': 9, 'API Development': 8}",['ISO 27001'],"['Cybersecurity', 'Networking']","['Retail', 'Education', 'Healthcare']",Berlin,remote,"{'Italian': 'B2', 'English': 'B2', 'French': 'B1'}",2025-06-09,40,7,9,9,0.0,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.7,0.9,0.9,1.0,1,0.0,1.0,0.5,0.8,2.0,0.4,1.0,0.0,0.35,0.45,0.45,6.95
121,P7,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['CloudSuite', 'AIcSan', 'Print2.0']","{'Workflow Automation': 9, 'IT nIfrastructure': 7, 'Cloud Services': 8, 'Data Aanlysis': 6}","['Microsoft Azure Certification', 'ISO 27001']","['Cybersecurity', 'Scripting']",Educatino,Vienna,remote,"{'German': 'B1', 'English': 'B2', 'French': 'C2'}",8,20,2025-07-06,E2,Technical Support Specialist,Resolves technical issues reported by customers.,Technical,['Print2.0'],"{'Workflow Automation': 8, 'Data Analysis': 4}","['ISO 27001', 'Microsoft Azure Certification']",['Cybersecurity'],"['Finance', 'Healthcare']",London,onsite,"{'French': 'C2', 'English': 'A2', 'Italian': 'B1'}",2025-05-31,10,10,4,9,0.33,1.0,0.56,0.0,0.53,1.0,0.5,0.0,1.0,0.4,0.9,1.0,1,0.33,1.0,0.56,0.0,1.06,0.8,1.0,0.0,0.5,0.2,0.45,5.9
128,P7,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['CloudSuite', 'AIcSan', 'Print2.0']","{'Workflow Automation': 9, 'IT nIfrastructure': 7, 'Cloud Services': 8, 'Data Aanlysis': 6}","['Microsoft Azure Certification', 'ISO 27001']","['Cybersecurity', 'Scripting']",Educatino,Vienna,remote,"{'German': 'B1', 'English': 'B2', 'French': 'C2'}",8,20,2025-07-06,E9,IT Systems Engineer,Maintains and optimizes internal IT infrastructure.,Technical,"['IntegrationHub', 'Print2.0', 'Workflow2000']","{'API Development': 6, 'IT Infrastructure': 6}","['ISO 27001', 'Microsoft Azure Certification']","['Cloud Infrastructure', 'Scripting']","['Retail', 'Education']",Berlin,onsite,"{'French': 'B2', 'German': 'C2'}",2025-06-06,30,7,1,5,0.33,1.0,0.56,1.0,0.28,1.0,0.5,0.0,0.7,0.1,0.5,1.0,1,0.33,1.0,0.56,0.8,0.56,0.8,1.0,0.0,0.35,0.05,0.25,5.7
137,P7,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['CloudSuite', 'AIcSan', 'Print2.0']","{'Workflow Automation': 9, 'IT nIfrastructure': 7, 'Cloud Services': 8, 'Data Aanlysis': 6}","['Microsoft Azure Certification', 'ISO 27001']","['Cybersecurity', 'Scripting']",Educatino,Vienna,remote,"{'German': 'B1', 'English': 'B2', 'French': 'C2'}",8,20,2025-07-06,E18,Solution Architect,Designs high-level technical solutions for enterprise customers.,Technical,['Print2.0'],"{'Data Analysis': 6, 'API Development': 8, 'Workflow Automation': 4, 'Cloud Services': 10, 'IT Infrastructure': 6}",['Microsoft Azure Certification'],['API Integration'],['Manufacturing'],London,remote,{'French': 'C2'},2025-06-19,30,6,7,10,0.33,1.0,0.33,0.0,1.0,0.5,0.0,0.089,0.6,0.7,1.0,1.0,1,0.33,1.0,0.33,0.0,2.0,0.4,0.0,0.178,0.3,0.35,0.5,5.388
120,P7,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['CloudSuite', 'AIcSan', 'Print2.0']","{'Workflow Automation': 9, 'IT nIfrastructure': 7, 'Cloud Services': 8, 'Data Aanlysis': 6}","['Microsoft Azure Certification', 'ISO 27001']","['Cybersecurity', 'Scripting']",Educatino,Vienna,remote,"{'German': 'B1', 'English': 'B2', 'French': 'C2'}",8,20,2025-07-06,E1,Field Support Engineer,Provides onsite technical support for Canon products.,Technical,"['CloudSuite', 'Workflow2000']","{'Workflow Automation': 6, 'Cloud Services': 8, 'API Development': 10, 'Data Analysis': 9}",['ISO 27001'],['Networking'],['Retail'],London,remote,"{'French': 'C1', 'English': 'C2', 'German': 'A2'}",2025-06-19,20,7,7,1,0.33,1.0,0.89,0.0,0.84,0.5,0.0,0.096,0.7,0.7,0.1,1.0,1,0.33,1.0,0.89,0.0,1.68,0.4,0.0,0.192,0.35,0.35,0.05,5.242
133,P7,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['CloudSuite', 'AIcSan', 'Print2.0']","{'Workflow Automation': 9, 'IT nIfrastructure': 7, 'Cloud Services': 8, 'Data Aanlysis': 6}","['Microsoft Azure Certification', 'ISO 27001']","['Cybersecurity', 'Scripting']",Educatino,Vienna,remote,"{'German': 'B1', 'English': 'B2', 'French': 'C2'}",8,20,2025-07-06,E14,Compliance Manager,Ensures adherence to regulations and company standards.,Legal,"['Compliance Suite', 'Regulatory Tracker']","{'Regulatory Knowledge': 4, 'Document Review': 6}","['GDPR Certification', 'Contract Law Certification']",['Contract Management Systems'],"['Finance', 'Education', 'Manufacturing']",London,remote,"{'Italian': 'A2', 'German': 'C2', 'English': 'B1'}",2025-06-17,40,9,10,5,0.0,1.0,0.61,1.0,0.0,0.0,0.0,0.0,0.9,1.0,0.5,1.0,1,0.0,1.0,0.61,0.8,0.0,0.0,0.0,0.0,0.45,0.5,0.25,3.6100000000000003
130,P7,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['CloudSuite', 'AIcSan', 'Print2.0']","{'Workflow Automation': 9, 'IT nIfrastructure': 7, 'Cloud Services': 8, 'Data Aanlysis': 6}","['Microsoft Azure Certification', 'ISO 27001']","['Cybersecurity', 'Scripting']",Educatino,Vienna,remote,"{'German': 'B1', 'English': 'B2', 'French': 'C2'}",8,20,2025-07-06,E11,Sales Account Manager,Manages customer accounts and drives sales processes.,Sales,"['SalesForce Light', 'Loyalty CRM']","{'Negotiation': 9, 'Customer Relationship Management': 5, 'CRM Integration': 5, 'Client Management': 4}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']",['CRM Integration'],"['Education', 'Finance']",London,remote,{'German': 'B1'},2025-05-25,40,9,8,10,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.9,0.8,1.0,1.0,1,0.0,1.0,0.33,0.8,0.0,0.0,0.0,0.0,0.45,0.4,0.5,3.48
132,P7,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['CloudSuite', 'AIcSan', 'Print2.0']","{'Workflow Automation': 9, 'IT nIfrastructure': 7, 'Cloud Services': 8, 'Data Aanlysis': 6}","['Microsoft Azure Certification', 'ISO 27001']","['Cybersecurity', 'Scripting']",Educatino,Vienna,remote,"{'German': 'B1', 'English': 'B2', 'French': 'C2'}",8,20,2025-07-06,E13,Compliance Manager,Ensures adherence to regulations and company standards.,Legal,"['Contract Manager Pro', 'Regulatory Tracker', 'Compliance Suite']","{'Regulatory Knowledge': 9, 'Compliance Documentation': 9, 'Contract Management': 8}",['GDPR Certification'],['Document Archiving'],"['Education', 'Finance']",Vienna,onsite,"{'Italian': 'A2', 'English': 'B1', 'French': 'B2'}",2025-05-23,20,1,7,10,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.1,0.7,1.0,1.0,1,0.0,1.0,0.5,0.8,0.0,0.0,0.0,0.0,0.05,0.35,0.5,3.1999999999999997
139,P7,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['CloudSuite', 'AIcSan', 'Print2.0']","{'Workflow Automation': 9, 'IT nIfrastructure': 7, 'Cloud Services': 8, 'Data Aanlysis': 6}","['Microsoft Azure Certification', 'ISO 27001']","['Cybersecurity', 'Scripting']",Educatino,Vienna,remote,"{'German': 'B1', 'English': 'B2', 'French': 'C2'}",8,20,2025-07-06,E20,Sales Account Manager,Manages customer accounts and drives sales processes.,Sales,"['Loyalty CRM', 'SalesForce Light']","{'Customer Relationship Management': 5, 'Negotiation': 6, 'Client Management': 5}",['Certified Sales Professional (CSP)'],['Sales Pipeline Automation'],"['Healthcare', 'Retail', 'Education']",London,onsite,{'French': 'B1'},2025-06-13,10,8,6,8,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.8,0.6,0.8,1.0,1,0.0,1.0,0.17,0.8,0.0,0.0,0.0,0.0,0.4,0.3,0.4,3.07
124,P7,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['CloudSuite', 'AIcSan', 'Print2.0']","{'Workflow Automation': 9, 'IT nIfrastructure': 7, 'Cloud Services': 8, 'Data Aanlysis': 6}","['Microsoft Azure Certification', 'ISO 27001']","['Cybersecurity', 'Scripting']",Educatino,Vienna,remote,"{'German': 'B1', 'English': 'B2', 'French': 'C2'}",8,20,2025-07-06,E5,Legal Counsel,Provides legal support for contracts and compliance.,Legal,['Contract Manager Pro'],"{'Document Review': 8, 'Regulatory Knowledge': 4, 'Contract Management': 7}",['GDPR Certification'],"['Document Archiving', 'Regulatory Compliance Tools']",['Education'],London,remote,"{'Italian': 'A2', 'German': 'A2'}",2025-06-12,10,4,10,4,0.0,1.0,0.28,1.0,0.0,0.0,0.0,0.042,0.4,1.0,0.4,1.0,1,0.0,1.0,0.28,0.8,0.0,0.0,0.0,0.084,0.2,0.5,0.2,3.0640000000000005
127,P7,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['CloudSuite', 'AIcSan', 'Print2.0']","{'Workflow Automation': 9, 'IT nIfrastructure': 7, 'Cloud Services': 8, 'Data Aanlysis': 6}","['Microsoft Azure Certification', 'ISO 27001']","['Cybersecurity', 'Scripting']",Educatino,Vienna,remote,"{'German': 'B1', 'English': 'B2', 'French': 'C2'}",8,20,2025-07-06,E8,Corporate Trainer,Designs and delivers employee training programs.,HR,"['HRIS Plus', 'Employee Experience Platform']","{'Talent Management': 9, 'Digital HR': 10}","['PMP', 'SHRM-CP']",['Organizational Development Systems'],"['Manufacturing', 'Retail']",Berlin,hybrid,"{'German': 'A1', 'English': 'B1'}",2025-06-03,20,10,10,8,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,1.0,1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,2.9
134,P7,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['CloudSuite', 'AIcSan', 'Print2.0']","{'Workflow Automation': 9, 'IT nIfrastructure': 7, 'Cloud Services': 8, 'Data Aanlysis': 6}","['Microsoft Azure Certification', 'ISO 27001']","['Cybersecurity', 'Scripting']",Educatino,Vienna,remote,"{'German': 'B1', 'English': 'B2', 'French': 'C2'}",8,20,2025-07-06,E15,Pre-Sales Engineer,Prepares technical demos and solution proposals for prospects.,Sales,['CRM Pro'],"{'CRM Integration': 6, 'Negotiation': 5, 'Client Management': 10, 'Customer Relationship Management': 10}",['CRM Specialist Certification'],"['Sales Pipeline Automation', 'CRM Integration']","['Retail', 'Finance', 'Education']",London,onsite,{'Italian': 'B2'},2025-06-08,40,7,10,3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.04,0.7,1.0,0.3,1.0,1,0.0,1.0,0.0,0.8,0.0,0.0,0.0,0.08,0.35,0.5,0.15,2.88
125,P7,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['CloudSuite', 'AIcSan', 'Print2.0']","{'Workflow Automation': 9, 'IT nIfrastructure': 7, 'Cloud Services': 8, 'Data Aanlysis': 6}","['Microsoft Azure Certification', 'ISO 27001']","['Cybersecurity', 'Scripting']",Educatino,Vienna,remote,"{'German': 'B1', 'English': 'B2', 'French': 'C2'}",8,20,2025-07-06,E6,Legal Counsel,Provides legal support for contracts and compliance.,Legal,"['Compliance Suite', 'Contract Manager Pro']","{'Regulatory Knowledge': 8, 'Compliance Documentation': 5}","['Certified Compliance Officer', 'Contract Law Certification']",['Contract Management Systems'],"['Healthcare', 'Finance', 'Retail']",Berlin,hybrid,"{'German': 'B1', 'Italian': 'B1', 'English': 'A2'}",2025-05-22,10,10,8,6,0.0,1.0,0.56,0.0,0.0,0.0,0.0,0.042,1.0,0.8,0.6,1.0,1,0.0,1.0,0.56,0.0,0.0,0.0,0.0,0.084,0.5,0.4,0.3,2.844
138,P7,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['CloudSuite', 'AIcSan', 'Print2.0']","{'Workflow Automation': 9, 'IT nIfrastructure': 7, 'Cloud Services': 8, 'Data Aanlysis': 6}","['Microsoft Azure Certification', 'ISO 27001']","['Cybersecurity', 'Scripting']",Educatino,Vienna,remote,"{'German': 'B1', 'English': 'B2', 'French': 'C2'}",8,20,2025-07-06,E19,Customer Success Manager,Supports post-sales success and client satisfaction.,Sales,"['SalesForce Light', 'Loyalty CRM']","{'Client Management': 9, 'Customer Relationship Management': 10, 'CRM Integration': 5}",['Certified Sales Professional (CSP)'],"['Sales Pipeline Automation', 'CRM Integration']","['Education', 'Finance', 'Healthcare']",Berlin,hybrid,"{'English': 'A2', 'Italian': 'A1', 'French': 'C1'}",2025-06-12,30,3,3,1,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.042,0.3,0.3,0.1,1.0,1,0.0,1.0,0.5,0.8,0.0,0.0,0.0,0.084,0.15,0.15,0.05,2.7339999999999995
129,P7,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['CloudSuite', 'AIcSan', 'Print2.0']","{'Workflow Automation': 9, 'IT nIfrastructure': 7, 'Cloud Services': 8, 'Data Aanlysis': 6}","['Microsoft Azure Certification', 'ISO 27001']","['Cybersecurity', 'Scripting']",Educatino,Vienna,remote,"{'German': 'B1', 'English': 'B2', 'French': 'C2'}",8,20,2025-07-06,E10,Project Manager,Oversees project delivery and coordinates cross-functional teams.,Consulting,"['Strategy Kit', 'ERP Migration Tool']","{'Business Analysis': 6, 'Strategic Planning': 9, 'Change Management': 6, 'Project Management': 10}","['Agile Practitioner', 'PMP']",['Strategic Planning'],['Manufacturing'],Vienna,remote,{'English': 'A1'},2025-05-23,10,8,5,10,0.0,1.0,0.17,0.0,0.0,0.0,0.0,0.0,0.8,0.5,1.0,1.0,1,0.0,1.0,0.17,0.0,0.0,0.0,0.0,0.0,0.4,0.25,0.5,2.32
126,P7,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['CloudSuite', 'AIcSan', 'Print2.0']","{'Workflow Automation': 9, 'IT nIfrastructure': 7, 'Cloud Services': 8, 'Data Aanlysis': 6}","['Microsoft Azure Certification', 'ISO 27001']","['Cybersecurity', 'Scripting']",Educatino,Vienna,remote,"{'German': 'B1', 'English': 'B2', 'French': 'C2'}",8,20,2025-07-06,E7,Digital Marketing Specialist,"Executes online campaigns, SEO, and branding strategies.",Marketing,"['Content CMS', 'SEO Toolkit', 'Digital Campaign Manager']","{'Copywriting': 7, 'SEO Optimization': 8, 'Branding': 6, 'Campaign Management': 10, 'Content Strategy': 9}",['Digital Marketing Certification'],"['Social Media Integration', 'SEO Optimization']",['Retail'],London,onsite,"{'Italian': 'A1', 'English': 'A2', 'French': 'A1'}",2025-06-02,30,6,6,7,0.0,1.0,0.28,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.7,1.0,1,0.0,1.0,0.28,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.35,2.23
123,P7,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['CloudSuite', 'AIcSan', 'Print2.0']","{'Workflow Automation': 9, 'IT nIfrastructure': 7, 'Cloud Services': 8, 'Data Aanlysis': 6}","['Microsoft Azure Certification', 'ISO 27001']","['Cybersecurity', 'Scripting']",Educatino,Vienna,remote,"{'German': 'B1', 'English': 'B2', 'French': 'C2'}",8,20,2025-07-06,E4,HR Business Partner,Collaborates with leadership to align HR strategy.,HR,"['HRIS Plus', 'Onboarding Suite']","{'Communication Skills': 9, 'Digital HR': 8, 'Organizational Development': 5, 'Talent Management': 6}","['HR Analytics Certification', 'SHRM-CP']","['HRIS Systems', 'Organizational Development Systems']","['Finance', 'Healthcare']",Vienna,hybrid,"{'English': 'C1', 'Italian': 'B2', 'French': 'B1'}",2025-05-29,20,2,4,6,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.6,1.0,1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,2.1
