,ProjectID,Project Summary,Scope and Deliverables,Theme_x,Products Involved,Required Skills and Expertise,Customer Preferences (Certifications),Integration Requirements (Expertise Areas),Customer Industry,Work Location_x,Work Flexibility_x,Languages Required,Complexity,Effort,Requested End,EmployeeID,Role Name,Role Description,Theme_y,Products Experience,Core Competencies,External/Internal Certifications,Expertise Areas,Industry Experience,Work Location_y,Work Flexibility_y,Languages Known,Available From,Weekly Availability in Hours,Cultural Awareness,Problem Solving,Leadership,Product Match Score,Location Match Score,Language Match Score,Industry Match Score,Skill Match Score,Certification Match Score,Expertise Match Score,Job Description Match Score,Cultural Awareness Score,Problem Solving Score,Leadership Score,Availability Score,Available,Product Match Score Weighted,Location Match Score Weighted,Language Match Score Weighted,Industry Match Score Weighted,Skill Match Score Weighted,Certification Match Score Weighted,Expertise Match Score Weighted,Job Description Match Score Weighted,Cultural Awareness Score Weighted,Problem Solving Score Weighted,Leadership Score Weighted,Final Score
67,P4,Post-sale onboarding program,Develop client onboarding workflow,Sales,['Sales Enablement Suite'],"{'Client Management': 5, 'Negotiation': 10, 'CRM Integration': 5, 'Customer Relationhsip Management': 7}","['Certified Sales Professional (CSP)', 'CRM Specialist Certification']",['Sales Pipeline Automation'],Retail,Vienna,onsite,"{'French': 'A1', 'Italian': 'C1'}",3,20,2025-08-13,E8,Field Support Engineer,Provides onsite technical support for Canon products.,Technical,['Workflow2000'],"{'Workflow Automation': 10, 'Cloud Services': 4, 'API Development': 10, 'IT Infrastructure': 10, 'Data Analysis': 9}","['Microsoft Azure Certification', 'ISO 27001']",['Networking'],"['Manufacturing', 'Education']",Berlin,onsite,"{'Italian': 'A2', 'English': 'A2', 'French': 'B1'}",2025-06-05,30,7,1,5,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.561,0.7,0.1,0.5,1.0,1,0.0,0.0,0.07500000000000001,0.0,0.0,0.0,0.0,0.08415,0.017499999999999998,0.0025000000000000005,0.0125,0.19165000000000001
78,P4,Post-sale onboarding program,Develop client onboarding workflow,Sales,['Sales Enablement Suite'],"{'Client Management': 5, 'Negotiation': 10, 'CRM Integration': 5, 'Customer Relationhsip Management': 7}","['Certified Sales Professional (CSP)', 'CRM Specialist Certification']",['Sales Pipeline Automation'],Retail,Vienna,onsite,"{'French': 'A1', 'Italian': 'C1'}",3,20,2025-08-13,E19,Technical Support Specialist,Resolves technical issues reported by customers.,Technical,['CloudSuite'],"{'Cloud Services': 7, 'API Development': 5, 'Data Analysis': 6, 'Workflow Automation': 7}",['ISO 27001'],"['API Integration', 'Cybersecurity']","['Education', 'Finance', 'Healthcare']",Berlin,hybrid,"{'English': 'B2', 'Italian': 'B1', 'German': 'B2'}",2025-06-16,40,8,9,7,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.56,0.8,0.9,0.7,1.0,1,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.084,0.020000000000000004,0.022500000000000003,0.017499999999999998,0.177
66,P4,Post-sale onboarding program,Develop client onboarding workflow,Sales,['Sales Enablement Suite'],"{'Client Management': 5, 'Negotiation': 10, 'CRM Integration': 5, 'Customer Relationhsip Management': 7}","['Certified Sales Professional (CSP)', 'CRM Specialist Certification']",['Sales Pipeline Automation'],Retail,Vienna,onsite,"{'French': 'A1', 'Italian': 'C1'}",3,20,2025-08-13,E7,Solution Architect,Designs high-level technical solutions for enterprise customers.,Technical,"['IntegrationHub', 'Workflow2000', 'Print2.0']","{'IT Infrastructure': 7, 'Data Analysis': 8, 'Workflow Automation': 5}",['ISO 27001'],['Cybersecurity'],['Manufacturing'],London,remote,"{'Italian': 'A2', 'German': 'B2', 'English': 'C2'}",2025-06-18,10,6,10,6,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.595,0.6,1.0,0.6,1.0,1,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.08925,0.015,0.025,0.015,0.16924999999999996
76,P4,Post-sale onboarding program,Develop client onboarding workflow,Sales,['Sales Enablement Suite'],"{'Client Management': 5, 'Negotiation': 10, 'CRM Integration': 5, 'Customer Relationhsip Management': 7}","['Certified Sales Professional (CSP)', 'CRM Specialist Certification']",['Sales Pipeline Automation'],Retail,Vienna,onsite,"{'French': 'A1', 'Italian': 'C1'}",3,20,2025-08-13,E17,Solutions Support Consultant,Provides technical guidance and second-line support for Canon solutions during and after customer deployment.,Technical,"['Workflow2000', 'AIScan']","{'IT Infrastructure': 10, 'Workflow Automation': 8, 'API Development': 9, 'Cloud Services': 10}",['ITIL'],"['Scripting', 'API Integration']",['Education'],London,hybrid,{'French': 'B2'},2025-06-20,30,6,3,1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.601,0.6,0.3,0.1,1.0,1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.09015,0.015,0.0075,0.0025000000000000005,0.16515000000000002
73,P4,Post-sale onboarding program,Develop client onboarding workflow,Sales,['Sales Enablement Suite'],"{'Client Management': 5, 'Negotiation': 10, 'CRM Integration': 5, 'Customer Relationhsip Management': 7}","['Certified Sales Professional (CSP)', 'CRM Specialist Certification']",['Sales Pipeline Automation'],Retail,Vienna,onsite,"{'French': 'A1', 'Italian': 'C1'}",3,20,2025-08-13,E14,Solutions Support Consultant,Provides technical guidance and second-line support for Canon solutions during and after customer deployment.,Technical,"['AIScan', 'Workflow2000']","{'Workflow Automation': 6, 'Cloud Services': 9, 'API Development': 6}","['ISO 27001', 'Microsoft Azure Certification']","['Cybersecurity', 'Networking']","['Finance', 'Manufacturing']",Vienna,remote,{'Italian': 'B2'},2025-06-09,40,1,2,6,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.601,0.1,0.2,0.6,1.0,1,0.0,0.0,0.042,0.0,0.0,0.0,0.0,0.09015,0.0025000000000000005,0.005000000000000001,0.015,0.15465
90,P5,CRM integration for loyalty program,Customize CRM modules and train sales team,Sales,['Loyalty CRM'],"{'CRM Inetgration': 10, 'Customer Relationship Management': 10, 'Neogtiation': 5, 'Client Management': 8}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']",['Client Relationship Systems'],Finance,London,remote,{'French': 'B1'},2,120,2025-08-17,E11,Customer Success Manager,Supports post-sales success and client satisfaction.,Sales,"['Sales Enablement Suite', 'Loyalty CRM']","{'Customer Relationship Management': 4, 'CRM Integration': 10, 'Negotiation': 6}",['Certified Sales Professional (CSP)'],"['Sales Pipeline Automation', 'Client Relationship Systems']","['Manufacturing', 'Healthcare', 'Finance']",Vienna,hybrid,"{'Italian': 'C2', 'German': 'B1'}",2025-06-15,10,9,4,1,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.635,0.9,0.4,0.1,0.75,0,0.1,0.1,0.0,0.075,0.2,0.05,0.1,0.09525,0.022500000000000003,0.010000000000000002,0.0025000000000000005,0.75525
94,P5,CRM integration for loyalty program,Customize CRM modules and train sales team,Sales,['Loyalty CRM'],"{'CRM Inetgration': 10, 'Customer Relationship Management': 10, 'Neogtiation': 5, 'Client Management': 8}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']",['Client Relationship Systems'],Finance,London,remote,{'French': 'B1'},2,120,2025-08-17,E15,Senior HR Manager,Manages HR operations and employee relations.,HR,"['Employee Experience Platform', 'Onboarding Suite', 'HRIS Plus']","{'Talent Management': 10, 'Organizational Development': 10, 'Communication Skills': 8}",['HR Analytics Certification'],['Organizational Development Systems'],"['Manufacturing', 'Education', 'Finance']",Berlin,onsite,"{'English': 'C2', 'Italian': 'B1'}",2025-06-04,20,9,5,4,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.545,0.9,0.5,0.4,1.0,1,0.0,0.1,0.0,0.075,0.2,0.05,0.0,0.08175,0.022500000000000003,0.0125,0.010000000000000002,0.55175
84,P5,CRM integration for loyalty program,Customize CRM modules and train sales team,Sales,['Loyalty CRM'],"{'CRM Inetgration': 10, 'Customer Relationship Management': 10, 'Neogtiation': 5, 'Client Management': 8}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']",['Client Relationship Systems'],Finance,London,remote,{'French': 'B1'},2,120,2025-08-17,E5,Content Creator,"Develops written, video, and visual content for marketing.",Marketing,"['Digital Campaign Manager', 'Content CMS']","{'Campaign Management': 9, 'SEO Optimization': 4, 'Copywriting': 7, 'Content Strategy': 8}","['HubSpot Marketing Certification', 'Google Ads Certification']",['SEO Optimization'],"['Education', 'Manufacturing']",Vienna,onsite,"{'Italian': 'C2', 'French': 'B2'}",2025-06-21,30,5,7,9,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.522,0.5,0.7,0.9,1.0,1,0.0,0.1,0.1,0.0,0.2,0.0,0.0,0.0783,0.0125,0.017499999999999998,0.022500000000000003,0.5307999999999999
82,P5,CRM integration for loyalty program,Customize CRM modules and train sales team,Sales,['Loyalty CRM'],"{'CRM Inetgration': 10, 'Customer Relationship Management': 10, 'Neogtiation': 5, 'Client Management': 8}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']",['Client Relationship Systems'],Finance,London,remote,{'French': 'B1'},2,120,2025-08-17,E3,Strategy Consultant,Advises leadership on business growth and optimization strategies.,Consulting,"['Business Analysis Framework', 'ERP Migration Tool', 'Strategy Kit']","{'Workflow Optimization': 6, 'Strategic Planning': 6, 'Business Analysis': 6, 'Project Management': 9}",['PMP'],['Strategic Planning'],"['Retail', 'Education', 'Finance']",London,remote,{'German': 'A1'},2025-06-16,40,9,5,10,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.494,0.9,0.5,1.0,1.0,1,0.0,0.1,0.0,0.075,0.2,0.0,0.0,0.0741,0.022500000000000003,0.0125,0.025,0.5091
95,P5,CRM integration for loyalty program,Customize CRM modules and train sales team,Sales,['Loyalty CRM'],"{'CRM Inetgration': 10, 'Customer Relationship Management': 10, 'Neogtiation': 5, 'Client Management': 8}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']",['Client Relationship Systems'],Finance,London,remote,{'French': 'B1'},2,120,2025-08-17,E16,Corporate Trainer,Designs and delivers employee training programs.,HR,"['Onboarding Suite', 'HRIS Plus', 'Employee Experience Platform']","{'Talent Management': 8, 'Communication Skills': 9, 'Organizational Development': 7, 'Digital HR': 8}","['PMP', 'SHRM-CP']",['HRIS Systems'],"['Manufacturing', 'Retail', 'Finance']",London,onsite,{'English': 'C2'},2025-06-25,30,1,9,4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.569,0.1,0.9,0.4,1.0,1,0.0,0.1,0.0,0.075,0.2,0.0,0.0,0.08535,0.0025000000000000005,0.022500000000000003,0.010000000000000002,0.49535
97,P5,CRM integration for loyalty program,Customize CRM modules and train sales team,Sales,['Loyalty CRM'],"{'CRM Inetgration': 10, 'Customer Relationship Management': 10, 'Neogtiation': 5, 'Client Management': 8}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']",['Client Relationship Systems'],Finance,London,remote,{'French': 'B1'},2,120,2025-08-17,E18,Workflow Consultant,Analyzes business processes and recommends workflow improvements.,Consulting,"['Strategy Kit', 'Business Analysis Framework', 'ERP Migration Tool']","{'Strategic Planning': 6, 'Change Management': 8, 'Business Analysis': 7, 'Project Management': 9, 'Workflow Optimization': 5}","['PMP', 'Business Analysis Certification']",['Business Workflow Optimization'],"['Retail', 'Healthcare']",Vienna,onsite,{'Italian': 'C2'},2025-06-01,30,10,4,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.514,1.0,0.4,0.2,1.0,1,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0771,0.025,0.010000000000000002,0.005000000000000001,0.4171000000000001
99,P5,CRM integration for loyalty program,Customize CRM modules and train sales team,Sales,['Loyalty CRM'],"{'CRM Inetgration': 10, 'Customer Relationship Management': 10, 'Neogtiation': 5, 'Client Management': 8}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']",['Client Relationship Systems'],Finance,London,remote,{'French': 'B1'},2,120,2025-08-17,E20,Content Creator,"Develops written, video, and visual content for marketing.",Marketing,"['Content CMS', 'Social Media Manager', 'Digital Campaign Manager']","{'SEO Optimization': 9, 'Branding': 9, 'Campaign Management': 9, 'Copywriting': 5, 'Content Strategy': 5}","['Google Ads Certification', 'Digital Marketing Certification']",['Content Management Systems'],"['Retail', 'Education']",Berlin,onsite,"{'Italian': 'B1', 'German': 'C1', 'English': 'B2'}",2025-06-29,20,7,1,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.522,0.7,0.1,0.5,1.0,1,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0783,0.017499999999999998,0.0025000000000000005,0.0125,0.41080000000000005
85,P5,CRM integration for loyalty program,Customize CRM modules and train sales team,Sales,['Loyalty CRM'],"{'CRM Inetgration': 10, 'Customer Relationship Management': 10, 'Neogtiation': 5, 'Client Management': 8}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']",['Client Relationship Systems'],Finance,London,remote,{'French': 'B1'},2,120,2025-08-17,E6,IT Systems Engineer,Maintains and optimizes internal IT infrastructure.,Technical,"['AIScan', 'Workflow2000']","{'Data Analysis': 10, 'Cloud Services': 5, 'API Development': 6, 'IT Infrastructure': 7, 'Workflow Automation': 8}","['ISO 27001', 'Microsoft Azure Certification']","['Networking', 'API Integration']","['Finance', 'Manufacturing']",Berlin,hybrid,"{'French': 'B1', 'Italian': 'B2'}",2025-06-11,20,3,9,7,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.518,0.3,0.9,0.7,1.0,1,0.0,0.1,0.1,0.075,0.0,0.0,0.0,0.0777,0.0075,0.022500000000000003,0.017499999999999998,0.40020000000000006
83,P5,CRM integration for loyalty program,Customize CRM modules and train sales team,Sales,['Loyalty CRM'],"{'CRM Inetgration': 10, 'Customer Relationship Management': 10, 'Neogtiation': 5, 'Client Management': 8}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']",['Client Relationship Systems'],Finance,London,remote,{'French': 'B1'},2,120,2025-08-17,E4,Solution Architect,Designs high-level technical solutions for enterprise customers.,Technical,"['CloudSuite', 'IntegrationHub', 'Workflow2000']","{'API Development': 4, 'Data Analysis': 6, 'Workflow Automation': 8, 'IT Infrastructure': 9}","['ITIL', 'Microsoft Azure Certification']","['Cybersecurity', 'API Integration']",['Finance'],Vienna,onsite,"{'French': 'C1', 'English': 'A1'}",2025-06-18,30,4,2,7,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.577,0.4,0.2,0.7,1.0,1,0.0,0.1,0.1,0.075,0.0,0.0,0.0,0.08654999999999999,0.010000000000000002,0.005000000000000001,0.017499999999999998,0.39405000000000007
81,P5,CRM integration for loyalty program,Customize CRM modules and train sales team,Sales,['Loyalty CRM'],"{'CRM Inetgration': 10, 'Customer Relationship Management': 10, 'Neogtiation': 5, 'Client Management': 8}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']",['Client Relationship Systems'],Finance,London,remote,{'French': 'B1'},2,120,2025-08-17,E2,Technical Support Specialist,Resolves technical issues reported by customers.,Technical,"['CloudSuite', 'Workflow2000', 'Print2.0']","{'Data Analysis': 7, 'Cloud Services': 9}","['ISO 27001', 'Microsoft Azure Certification']",['Scripting'],"['Retail', 'Education']",Berlin,onsite,"{'French': 'C2', 'Italian': 'C2', 'English': 'C2'}",2025-06-27,30,10,10,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.55,1.0,1.0,0.1,1.0,1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0825,0.025,0.025,0.0025000000000000005,0.3350000000000001
92,P5,CRM integration for loyalty program,Customize CRM modules and train sales team,Sales,['Loyalty CRM'],"{'CRM Inetgration': 10, 'Customer Relationship Management': 10, 'Neogtiation': 5, 'Client Management': 8}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']",['Client Relationship Systems'],Finance,London,remote,{'French': 'B1'},2,120,2025-08-17,E13,Field Support Engineer,Provides onsite technical support for Canon products.,Technical,['AIScan'],"{'IT Infrastructure': 7, 'Workflow Automation': 7, 'Data Analysis': 5, 'Cloud Services': 6}",['ISO 27001'],['Scripting'],"['Education', 'Retail', 'Healthcare']",Berlin,hybrid,"{'Italian': 'C1', 'French': 'B1'}",2025-06-21,40,8,7,7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.514,0.8,0.7,0.7,1.0,1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0771,0.020000000000000004,0.017499999999999998,0.017499999999999998,0.33210000000000006
98,P5,CRM integration for loyalty program,Customize CRM modules and train sales team,Sales,['Loyalty CRM'],"{'CRM Inetgration': 10, 'Customer Relationship Management': 10, 'Neogtiation': 5, 'Client Management': 8}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']",['Client Relationship Systems'],Finance,London,remote,{'French': 'B1'},2,120,2025-08-17,E19,Technical Support Specialist,Resolves technical issues reported by customers.,Technical,['CloudSuite'],"{'Cloud Services': 7, 'API Development': 5, 'Data Analysis': 6, 'Workflow Automation': 7}",['ISO 27001'],"['API Integration', 'Cybersecurity']","['Education', 'Finance', 'Healthcare']",Berlin,hybrid,"{'English': 'B2', 'Italian': 'B1', 'German': 'B2'}",2025-06-16,40,8,9,7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.55,0.8,0.9,0.7,1.0,1,0.0,0.1,0.0,0.075,0.0,0.0,0.0,0.0825,0.020000000000000004,0.022500000000000003,0.017499999999999998,0.31750000000000006
87,P5,CRM integration for loyalty program,Customize CRM modules and train sales team,Sales,['Loyalty CRM'],"{'CRM Inetgration': 10, 'Customer Relationship Management': 10, 'Neogtiation': 5, 'Client Management': 8}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']",['Client Relationship Systems'],Finance,London,remote,{'French': 'B1'},2,120,2025-08-17,E8,Field Support Engineer,Provides onsite technical support for Canon products.,Technical,['Workflow2000'],"{'Workflow Automation': 10, 'Cloud Services': 4, 'API Development': 10, 'IT Infrastructure': 10, 'Data Analysis': 9}","['Microsoft Azure Certification', 'ISO 27001']",['Networking'],"['Manufacturing', 'Education']",Berlin,onsite,"{'Italian': 'A2', 'English': 'A2', 'French': 'B1'}",2025-06-05,30,7,1,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.514,0.7,0.1,0.5,1.0,1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0771,0.017499999999999998,0.0025000000000000005,0.0125,0.30960000000000004
88,P5,CRM integration for loyalty program,Customize CRM modules and train sales team,Sales,['Loyalty CRM'],"{'CRM Inetgration': 10, 'Customer Relationship Management': 10, 'Neogtiation': 5, 'Client Management': 8}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']",['Client Relationship Systems'],Finance,London,remote,{'French': 'B1'},2,120,2025-08-17,E9,Solutions Support Consultant,Provides technical guidance and second-line support for Canon solutions during and after customer deployment.,Technical,"['AIScan', 'IntegrationHub']","{'API Development': 4, 'IT Infrastructure': 4}","['Microsoft Azure Certification', 'ISO 27001']",['Cybersecurity'],['Retail'],Vienna,hybrid,{'French': 'A2'},2025-06-20,30,2,9,8,0.0,1.0,0.83,0.0,0.0,0.0,0.0,0.512,0.2,0.9,0.8,1.0,1,0.0,0.1,0.083,0.0,0.0,0.0,0.0,0.0768,0.005000000000000001,0.022500000000000003,0.020000000000000004,0.3073
96,P5,CRM integration for loyalty program,Customize CRM modules and train sales team,Sales,['Loyalty CRM'],"{'CRM Inetgration': 10, 'Customer Relationship Management': 10, 'Neogtiation': 5, 'Client Management': 8}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']",['Client Relationship Systems'],Finance,London,remote,{'French': 'B1'},2,120,2025-08-17,E17,Solutions Support Consultant,Provides technical guidance and second-line support for Canon solutions during and after customer deployment.,Technical,"['Workflow2000', 'AIScan']","{'IT Infrastructure': 10, 'Workflow Automation': 8, 'API Development': 9, 'Cloud Services': 10}",['ITIL'],"['Scripting', 'API Integration']",['Education'],London,hybrid,{'French': 'B2'},2025-06-20,30,6,3,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.512,0.6,0.3,0.1,1.0,1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0768,0.015,0.0075,0.0025000000000000005,0.3018
93,P5,CRM integration for loyalty program,Customize CRM modules and train sales team,Sales,['Loyalty CRM'],"{'CRM Inetgration': 10, 'Customer Relationship Management': 10, 'Neogtiation': 5, 'Client Management': 8}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']",['Client Relationship Systems'],Finance,London,remote,{'French': 'B1'},2,120,2025-08-17,E14,Solutions Support Consultant,Provides technical guidance and second-line support for Canon solutions during and after customer deployment.,Technical,"['AIScan', 'Workflow2000']","{'Workflow Automation': 6, 'Cloud Services': 9, 'API Development': 6}","['ISO 27001', 'Microsoft Azure Certification']","['Cybersecurity', 'Networking']","['Finance', 'Manufacturing']",Vienna,remote,{'Italian': 'B2'},2025-06-09,40,1,2,6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.512,0.1,0.2,0.6,1.0,1,0.0,0.1,0.0,0.075,0.0,0.0,0.0,0.0768,0.0025000000000000005,0.005000000000000001,0.015,0.2743
86,P5,CRM integration for loyalty program,Customize CRM modules and train sales team,Sales,['Loyalty CRM'],"{'CRM Inetgration': 10, 'Customer Relationship Management': 10, 'Neogtiation': 5, 'Client Management': 8}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']",['Client Relationship Systems'],Finance,London,remote,{'French': 'B1'},2,120,2025-08-17,E7,Solution Architect,Designs high-level technical solutions for enterprise customers.,Technical,"['IntegrationHub', 'Workflow2000', 'Print2.0']","{'IT Infrastructure': 7, 'Data Analysis': 8, 'Workflow Automation': 5}",['ISO 27001'],['Cybersecurity'],['Manufacturing'],London,remote,"{'Italian': 'A2', 'German': 'B2', 'English': 'C2'}",2025-06-18,10,6,10,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.577,0.6,1.0,0.6,0.71,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.08654999999999999,0.015,0.025,0.015,0.24155
118,P6,Customer remote support setup,Setup online ticketing and remote assistance systems,Technical,['CluodSuite'],"{'IT Infrsatructure': 10, 'Cloud Services': 6, 'Data Analysis': 8, 'Workflow Automation': 8}",['ITIL'],"['Scripting', 'Networking']",eHalthcare,London,onsite,"{'Italian': 'C1', 'Frecnh': 'B2', 'Germna': 'B2'}",4,150,2025-08-17,E19,Technical Support Specialist,Resolves technical issues reported by customers.,Technical,['CloudSuite'],"{'Cloud Services': 7, 'API Development': 5, 'Data Analysis': 6, 'Workflow Automation': 7}",['ISO 27001'],"['API Integration', 'Cybersecurity']","['Education', 'Finance', 'Healthcare']",Berlin,hybrid,"{'English': 'B2', 'Italian': 'B1', 'German': 'B2'}",2025-06-16,40,8,9,7,1.0,0.0,0.56,1.0,1.0,0.0,0.0,0.611,0.8,0.9,0.7,1.0,1,0.1,0.0,0.05600000000000001,0.075,0.2,0.0,0.0,0.09165,0.020000000000000004,0.022500000000000003,0.017499999999999998,0.58265
101,P6,Customer remote support setup,Setup online ticketing and remote assistance systems,Technical,['CluodSuite'],"{'IT Infrsatructure': 10, 'Cloud Services': 6, 'Data Analysis': 8, 'Workflow Automation': 8}",['ITIL'],"['Scripting', 'Networking']",eHalthcare,London,onsite,"{'Italian': 'C1', 'Frecnh': 'B2', 'Germna': 'B2'}",4,150,2025-08-17,E2,Technical Support Specialist,Resolves technical issues reported by customers.,Technical,"['CloudSuite', 'Workflow2000', 'Print2.0']","{'Data Analysis': 7, 'Cloud Services': 9}","['ISO 27001', 'Microsoft Azure Certification']",['Scripting'],"['Retail', 'Education']",Berlin,onsite,"{'French': 'C2', 'Italian': 'C2', 'English': 'C2'}",2025-06-27,30,10,10,1,1.0,0.0,0.67,0.0,1.0,0.0,0.5,0.611,1.0,1.0,0.1,1.0,1,0.1,0.0,0.067,0.0,0.2,0.0,0.05,0.09165,0.025,0.025,0.0025000000000000005,0.5611499999999999
103,P6,Customer remote support setup,Setup online ticketing and remote assistance systems,Technical,['CluodSuite'],"{'IT Infrsatructure': 10, 'Cloud Services': 6, 'Data Analysis': 8, 'Workflow Automation': 8}",['ITIL'],"['Scripting', 'Networking']",eHalthcare,London,onsite,"{'Italian': 'C1', 'Frecnh': 'B2', 'Germna': 'B2'}",4,150,2025-08-17,E4,Solution Architect,Designs high-level technical solutions for enterprise customers.,Technical,"['CloudSuite', 'IntegrationHub', 'Workflow2000']","{'API Development': 4, 'Data Analysis': 6, 'Workflow Automation': 8, 'IT Infrastructure': 9}","['ITIL', 'Microsoft Azure Certification']","['Cybersecurity', 'API Integration']",['Finance'],Vienna,onsite,"{'French': 'C1', 'English': 'A1'}",2025-06-18,30,4,2,7,1.0,0.0,0.33,0.0,1.0,1.0,0.0,0.549,0.4,0.2,0.7,1.0,1,0.1,0.0,0.033,0.0,0.2,0.1,0.0,0.08235,0.010000000000000002,0.005000000000000001,0.017499999999999998,0.5478500000000001
116,P6,Customer remote support setup,Setup online ticketing and remote assistance systems,Technical,['CluodSuite'],"{'IT Infrsatructure': 10, 'Cloud Services': 6, 'Data Analysis': 8, 'Workflow Automation': 8}",['ITIL'],"['Scripting', 'Networking']",eHalthcare,London,onsite,"{'Italian': 'C1', 'Frecnh': 'B2', 'Germna': 'B2'}",4,150,2025-08-17,E17,Solutions Support Consultant,Provides technical guidance and second-line support for Canon solutions during and after customer deployment.,Technical,"['Workflow2000', 'AIScan']","{'IT Infrastructure': 10, 'Workflow Automation': 8, 'API Development': 9, 'Cloud Services': 10}",['ITIL'],"['Scripting', 'API Integration']",['Education'],London,hybrid,{'French': 'B2'},2025-06-20,30,6,3,1,0.0,0.5,0.33,0.0,1.0,1.0,0.5,0.589,0.6,0.3,0.1,1.0,1,0.0,0.05,0.033,0.0,0.2,0.1,0.05,0.08835,0.015,0.0075,0.0025000000000000005,0.5463499999999999
112,P6,Customer remote support setup,Setup online ticketing and remote assistance systems,Technical,['CluodSuite'],"{'IT Infrsatructure': 10, 'Cloud Services': 6, 'Data Analysis': 8, 'Workflow Automation': 8}",['ITIL'],"['Scripting', 'Networking']",eHalthcare,London,onsite,"{'Italian': 'C1', 'Frecnh': 'B2', 'Germna': 'B2'}",4,150,2025-08-17,E13,Field Support Engineer,Provides onsite technical support for Canon products.,Technical,['AIScan'],"{'IT Infrastructure': 7, 'Workflow Automation': 7, 'Data Analysis': 5, 'Cloud Services': 6}",['ISO 27001'],['Scripting'],"['Education', 'Retail', 'Healthcare']",Berlin,hybrid,"{'Italian': 'C1', 'French': 'B1'}",2025-06-21,40,8,7,7,0.0,0.0,0.61,1.0,1.0,0.0,0.5,0.625,0.8,0.7,0.7,1.0,1,0.0,0.0,0.061,0.075,0.2,0.0,0.05,0.09375,0.020000000000000004,0.017499999999999998,0.017499999999999998,0.53475
105,P6,Customer remote support setup,Setup online ticketing and remote assistance systems,Technical,['CluodSuite'],"{'IT Infrsatructure': 10, 'Cloud Services': 6, 'Data Analysis': 8, 'Workflow Automation': 8}",['ITIL'],"['Scripting', 'Networking']",eHalthcare,London,onsite,"{'Italian': 'C1', 'Frecnh': 'B2', 'Germna': 'B2'}",4,150,2025-08-17,E6,IT Systems Engineer,Maintains and optimizes internal IT infrastructure.,Technical,"['AIScan', 'Workflow2000']","{'Data Analysis': 10, 'Cloud Services': 5, 'API Development': 6, 'IT Infrastructure': 7, 'Workflow Automation': 8}","['ISO 27001', 'Microsoft Azure Certification']","['Networking', 'API Integration']","['Finance', 'Manufacturing']",Berlin,hybrid,"{'French': 'B1', 'Italian': 'B2'}",2025-06-11,20,3,9,7,0.0,0.0,0.56,0.0,1.0,0.0,0.5,0.557,0.3,0.9,0.7,1.0,1,0.0,0.0,0.05600000000000001,0.0,0.2,0.0,0.05,0.08355,0.0075,0.022500000000000003,0.017499999999999998,0.43705000000000005
