EmployeeID,Role Name,Role Description,Theme,Products Experience,Core Competencies,External/Internal Certifications,Expertise Areas,Industry Experience,Work Location,Work Flexibility,Languages Known,Available From,Weekly Availability in Hours,Cultural Awareness,Problem Solving,Leadership
E779,Project Manager,"I am a seasoned business analyst and project manager specializing in healthcare ERP migrations and strategic planning, leveraging my expertise in frameworks like the Business Analysis Framework and Strategy Kit.  My core strengths lie in optimizing workflows, driving change management initiatives, and ensuring successful project delivery. I excel at coordinating cross-functional teams and contributing to projects requiring strategic thinking and robust business analysis skills, ultimately ensuring timely and efficient outcomes.  I'm eager to contribute my skills to further enhance our firm's capabilities in the healthcare sector.",Consulting,"['Business Analysis Framework', 'ERP Migration Tool', 'Strategy Kit']","{'Strategic Planning': 10, 'Workflow Optimization': 5, 'Business Analysis': 8, 'Project Management': 7, 'Change Management': 9}",['PMP'],"['Strategic Planning', 'Business Workflow Optimization']",['Healthcare'],London,onsite,{'French': 'B1'},2025-06-07,10,10,10,7
E780,Compliance Manager,"I am a highly experienced legal professional with a proven track record in ensuring regulatory compliance across diverse industries like healthcare, finance, and retail.  My expertise in contract management and document review, coupled with deep regulatory knowledge (particularly using Compliance Suite, Contract Manager Pro, and Regulatory Tracker), allows me to proactively identify and mitigate legal risks.  I'm confident in my ability to contribute significantly to projects requiring meticulous attention to detail and a thorough understanding of relevant regulations.",Legal,"['Compliance Suite', 'Contract Manager Pro', 'Regulatory Tracker']","{'Document Review': 6, 'Regulatory Knowledge': 10, 'Contract Management': 8}","['Contract Law Certification', 'GDPR Certification']",['Document Archiving'],"['Healthcare', 'Finance', 'Retail']",Vienna,hybrid,{'German': 'B1'},2025-05-30,40,9,8,6
E781,Workflow Consultant,"I am a seasoned consultant specializing in optimizing business processes, with a proven track record in ERP migration projects across manufacturing, finance, and retail sectors.  My expertise lies in strategic planning, workflow optimization, and change management, allowing me to effectively analyze existing systems and recommend impactful improvements. I thrive in project-based environments, leveraging my business analysis and project management skills to deliver successful outcomes for clients.  I'm confident I can significantly contribute to initiatives requiring process streamlining and ERP system integrations.",Consulting,['ERP Migration Tool'],"{'Strategic Planning': 7, 'Business Analysis': 5, 'Workflow Optimization': 8, 'Project Management': 5, 'Change Management': 7}",['PMP'],"['Business Workflow Optimization', 'ERP Systems Integration']","['Manufacturing', 'Finance', 'Retail']",Vienna,remote,"{'German': 'A1', 'English': 'C2', 'French': 'B1'}",2025-05-27,40,7,4,7
E782,Project Manager,"I am a seasoned consultant specializing in streamlining operational workflows and managing complex projects within the manufacturing and healthcare sectors.  My expertise in Business Analysis frameworks and ERP migration tools allows me to deliver efficient solutions, leveraging strong project management (9/10) and workflow optimization (8/10) skills. I excel at coordinating cross-functional teams and driving successful change management (6/10) initiatives, ensuring projects are delivered on time and within budget. I'm confident in my ability to significantly contribute to projects requiring process improvement and system implementation.",Consulting,"['Business Analysis Framework', 'ERP Migration Tool']","{'Project Management': 9, 'Change Management': 6, 'Workflow Optimization': 8}","['Business Analysis Certification', 'Six Sigma']","['Business Workflow Optimization', 'ERP Systems Integration']","['Manufacturing', 'Healthcare']",London,onsite,{'Italian': 'A2'},2025-06-15,10,7,1,7
E783,Solutions Support Consultant,"I am a highly proficient technical specialist with extensive experience deploying and supporting complex software solutions like AIScan, CloudSuite, and Workflow2000 across diverse sectors including manufacturing, healthcare, and education.  My core strengths lie in API development, data analysis, and cloud services, allowing me to efficiently troubleshoot issues and provide expert guidance to clients. I'm particularly adept at managing IT infrastructure and eager to contribute my skills to projects requiring seamless system integration and ongoing technical support.",Technical,"['AIScan', 'CloudSuite', 'Workflow2000']","{'API Development': 5, 'Data Analysis': 6, 'Cloud Services': 5, 'IT Infrastructure': 8}",['Microsoft Azure Certification'],"['Networking', 'Cloud Infrastructure']","['Manufacturing', 'Healthcare', 'Education']",Berlin,hybrid,"{'German': 'B2', 'English': 'A1', 'Italian': 'C2'}",2025-06-12,30,5,10,2
E784,Digital Marketing Specialist,"I am a marketing professional with a proven track record in social media management across diverse industries including manufacturing, finance, and education.  My expertise in SEO optimization, compelling copywriting, and brand development allows me to craft and execute effective online campaigns that drive results. I'm confident in contributing to projects requiring strong content strategy and impactful branding, leveraging my skills to enhance our company's reach and visibility.",Marketing,['Social Media Manager'],"{'SEO Optimization': 4, 'Copywriting': 9, 'Branding': 7, 'Content Strategy': 7}",['Digital Marketing Certification'],"['Social Media Integration', 'Content Management Systems']","['Manufacturing', 'Finance', 'Education']",Vienna,onsite,"{'English': 'C1', 'Italian': 'B1'}",2025-05-31,40,10,5,5
E785,Sales Account Manager,"I'm a sales professional with a proven track record in the healthcare, education, and finance sectors, adept at managing customer accounts and driving sales growth.  My expertise spans leading CRM systems like Salesforce Light and CRM Pro, along with experience implementing sales enablement suites to optimize sales processes.  I excel at building strong customer relationships (9/10 proficiency) and possess solid negotiation skills (5/10 proficiency), allowing me to contribute significantly to projects requiring effective CRM integration and strategic account management. I'm eager to leverage my skills to boost sales performance within the team.",Sales,"['Sales Enablement Suite', 'SalesForce Light', 'CRM Pro']","{'CRM Integration': 4, 'Customer Relationship Management': 9, 'Negotiation': 5}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']",['CRM Integration'],"['Healthcare', 'Education', 'Finance']",London,hybrid,"{'German': 'B1', 'French': 'C2'}",2025-06-08,40,6,3,4
E786,Strategy Consultant,"I am a seasoned consultant specializing in business growth and optimization, leveraging my expertise in strategic planning and project management to deliver impactful results.  My proficiency in business analysis and workflow optimization, honed through experience in retail and finance, allows me to effectively identify and address client challenges, particularly when utilizing our Strategy Kit. I'm confident in leading projects and advising leadership on implementing effective change management strategies for sustainable improvement.",Consulting,['Strategy Kit'],"{'Business Analysis': 7, 'Workflow Optimization': 5, 'Change Management': 6, 'Strategic Planning': 7, 'Project Management': 7}","['Six Sigma', 'Business Analysis Certification']",['Strategic Planning'],"['Retail', 'Finance']",Berlin,hybrid,"{'Italian': 'B2', 'French': 'B1'}",2025-06-04,40,1,4,8
E787,Compliance Manager,"I am a contract management and compliance specialist with extensive experience in the manufacturing and healthcare sectors, leveraging my expertise in tools like Compliance Suite, Regulatory Tracker, and Contract Manager Pro.  My core strength lies in meticulous contract management and compliance documentation, ensuring our adherence to evolving regulations. I'm confident in contributing to projects requiring in-depth document review and regulatory analysis, proactively mitigating risk and ensuring compliance.  I'm eager to apply my skills to support team goals and improve operational efficiency.",Legal,"['Compliance Suite', 'Regulatory Tracker', 'Contract Manager Pro']","{'Compliance Documentation': 6, 'Contract Management': 10, 'Regulatory Knowledge': 4, 'Document Review': 8}","['GDPR Certification', 'Certified Compliance Officer']",['Regulatory Compliance Tools'],"['Manufacturing', 'Healthcare']",London,remote,{'Italian': 'C1'},2025-05-28,40,9,1,1
E788,Content Creator,"I am a marketing professional with extensive experience managing digital campaigns and utilizing content management systems within the healthcare industry.  My expertise in SEO optimization and copywriting allows me to create high-impact content that drives results, from website copy to engaging video marketing materials.  I'm confident in my ability to contribute significantly to projects requiring compelling content creation and strategic digital marketing execution.  I'm eager to leverage my skills to help achieve our team's marketing goals.",Marketing,"['Digital Campaign Manager', 'Content CMS']","{'SEO Optimization': 10, 'Copywriting': 7}","['HubSpot Marketing Certification', 'Google Ads Certification']",['SEO Optimization'],['Healthcare'],Vienna,onsite,"{'Italian': 'B2', 'German': 'C2'}",2025-06-14,20,3,1,1
E789,Technical Support Specialist,"I am a highly proficient technical specialist with extensive experience in streamlining financial workflows using platforms like CloudSuite and Workflow2000. My core strengths lie in API development, workflow automation (where I excel), and data analysis, allowing me to quickly diagnose and resolve complex technical issues.  I'm eager to contribute to projects requiring seamless integration and automation, leveraging my skills to improve efficiency and productivity within the finance sector.",Technical,"['CloudSuite', 'Workflow2000']","{'Data Analysis': 4, 'API Development': 6, 'Workflow Automation': 8}",['Microsoft Azure Certification'],['Cloud Infrastructure'],['Finance'],Vienna,remote,"{'French': 'B2', 'Italian': 'B2'}",2025-05-31,10,5,9,10
E790,Strategy Consultant,"I am a consultant specializing in healthcare ERP migrations, leveraging my expertise in strategic planning and project management to guide organizations through complex system transitions.  My proven ability to manage change effectively ensures seamless implementations and minimizes disruption. I contribute significantly to project success by developing and executing optimization strategies that drive business growth and improve operational efficiency.  I'm eager to apply my skills to impactful projects within the healthcare sector.",Consulting,['ERP Migration Tool'],"{'Strategic Planning': 6, 'Change Management': 4, 'Project Management': 6}","['Six Sigma', 'Business Analysis Certification']",['ERP Systems Integration'],['Healthcare'],Berlin,hybrid,"{'English': 'C2', 'French': 'A2'}",2025-06-17,20,3,9,2
E791,Sales Account Manager,"I am a sales professional with a proven track record in the Manufacturing, Healthcare, and Education sectors, leveraging my expertise in Sales Enablement Suites and CRM Pro to drive sales growth.  My strengths lie in client management (8/10) and CRM integration (8/10), allowing me to efficiently manage accounts and optimize sales processes. I'm confident in contributing to projects requiring strong customer relationship management and seamless CRM implementation, ultimately boosting sales performance.  I'm eager to collaborate and contribute to team success.",Sales,"['Sales Enablement Suite', 'CRM Pro']","{'Client Management': 8, 'CRM Integration': 8, 'Customer Relationship Management': 5}","['Certified Sales Professional (CSP)', 'CRM Specialist Certification']","['Client Relationship Systems', 'CRM Integration']","['Manufacturing', 'Healthcare', 'Education']",Vienna,remote,{'French': 'C2'},2025-06-01,20,6,9,3
E792,Technical Support Specialist,"I am a highly analytical technical professional with extensive experience in API development and data analysis, honed through projects across the Finance, Education, and Healthcare sectors.  My expertise in AIScan, coupled with strong skills in cloud services and IT infrastructure, allows me to efficiently resolve complex technical issues and automate workflows. I'm eager to contribute my skills to projects requiring robust API integrations and insightful data-driven solutions.",Technical,['AIScan'],"{'API Development': 10, 'IT Infrastructure': 7, 'Workflow Automation': 4, 'Cloud Services': 5, 'Data Analysis': 9}",['Microsoft Azure Certification'],['Networking'],"['Finance', 'Education', 'Healthcare']",Berlin,remote,{'Italian': 'A2'},2025-05-30,30,7,4,5
E793,Sales Account Manager,"I am a highly skilled sales professional with extensive experience in managing customer accounts across the healthcare, education, and finance sectors.  My expertise lies in leveraging Loyalty CRM systems to enhance customer relationships and drive sales growth, particularly through seamless CRM integrations and strong negotiation skills. I'm confident in contributing to projects requiring client management and strategic account development, significantly impacting revenue and customer retention. I am eager to utilize my CRM proficiency to improve sales processes and optimize customer engagement strategies.",Sales,['Loyalty CRM'],"{'Negotiation': 5, 'CRM Integration': 10, 'Customer Relationship Management': 9, 'Client Management': 8}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']","['Client Relationship Systems', 'Sales Pipeline Automation']","['Healthcare', 'Education', 'Finance']",London,remote,"{'English': 'C2', 'Italian': 'C1', 'French': 'B1'}",2025-06-10,10,6,5,8
E794,Customer Success Manager,"I am a sales professional with experience in both education and retail, adept at leveraging Salesforce Light and the Sales Enablement Suite to drive client success.  My strengths lie in building strong client relationships (8/10), negotiating favorable terms (7/10), and proactively managing accounts to ensure ongoing satisfaction.  I'm eager to contribute to projects requiring exceptional customer relationship management and post-sales support, ensuring high client retention and positive outcomes.",Sales,"['SalesForce Light', 'Sales Enablement Suite']","{'Client Management': 6, 'Customer Relationship Management': 8, 'Negotiation': 7}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']","['Sales Pipeline Automation', 'Client Relationship Systems']","['Education', 'Retail']",London,onsite,{'Italian': 'A1'},2025-06-14,30,10,6,10
E795,Solutions Support Consultant,"I am a highly proficient IT Infrastructure and Data Analysis expert with extensive experience supporting Canon solutions in the Finance and Education sectors.  My skills in workflow automation (Workflow2000) and API development, coupled with deep knowledge of cloud services, allow me to provide effective second-line support and technical guidance throughout the entire customer deployment lifecycle. I'm eager to leverage my expertise with products like AIScan and Print2.0 to contribute to projects requiring robust technical solutions and data-driven insights.",Technical,"['AIScan', 'Print2.0', 'Workflow2000']","{'Cloud Services': 5, 'IT Infrastructure': 9, 'Data Analysis': 9, 'API Development': 4, 'Workflow Automation': 8}",['ISO 27001'],['API Integration'],"['Finance', 'Education']",Vienna,remote,"{'Italian': 'B2', 'English': 'A1', 'German': 'B2'}",2025-05-26,10,10,8,6
E796,Sales Account Manager,"I am a sales professional with extensive experience in retail, healthcare, and education, specializing in driving sales growth through effective account management and process optimization.  My expertise lies in leveraging a Sales Enablement Suite and seamlessly integrating CRM systems (proficiency level 10), enabling me to consistently exceed targets. I'm adept at complex negotiations (level 7) and confident in contributing to projects requiring strategic account management and process improvement.  I'm eager to apply my skills to increase revenue and enhance customer relationships within the team.",Sales,['Sales Enablement Suite'],"{'Negotiation': 7, 'CRM Integration': 10}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']","['CRM Integration', 'Sales Pipeline Automation']","['Retail', 'Healthcare', 'Education']",London,hybrid,{'Italian': 'C1'},2025-06-14,10,3,6,3
E797,Field Support Engineer,"I am a highly skilled technical specialist with extensive experience in workflow automation and IT infrastructure, particularly with integration platforms like IntegrationHub, Print2.0, and Workflow2000.  My expertise in data analysis and cloud services allows me to efficiently troubleshoot and optimize complex systems across diverse industries such as finance, healthcare, and retail.  I'm confident in my ability to contribute significantly to projects requiring robust technical solutions and streamlined workflows.",Technical,"['IntegrationHub', 'Print2.0', 'Workflow2000']","{'Workflow Automation': 6, 'Data Analysis': 7, 'IT Infrastructure': 9, 'Cloud Services': 6}","['ITIL', 'Microsoft Azure Certification']",['Cybersecurity'],"['Finance', 'Healthcare', 'Retail']",Berlin,hybrid,"{'German': 'B1', 'French': 'C2'}",2025-06-16,30,10,8,9
E798,Corporate Trainer,"I am a seasoned HR professional with a proven track record in designing and delivering impactful employee training programs, leveraging my expertise in Employee Experience Platforms, HRIS Plus, and Onboarding Suites. My core strengths lie in Talent Management and Organizational Development, allowing me to contribute significantly to projects focused on improving employee engagement and performance across diverse industries like Manufacturing, Education, and Retail.  I'm confident in my ability to lead initiatives that enhance our digital HR capabilities and drive positive change within the organization.",HR,"['Employee Experience Platform', 'HRIS Plus', 'Onboarding Suite']","{'Organizational Development': 7, 'Talent Management': 10, 'Digital HR': 7}",['SHRM-CP'],"['Organizational Development Systems', 'Employee Experience Platforms']","['Manufacturing', 'Education', 'Retail']",London,hybrid,{'German': 'C2'},2025-06-09,30,3,6,2
E799,Integration Developer,"I am a highly analytical technical specialist with extensive experience in workflow automation and data analysis, particularly within the healthcare and retail sectors.  My proficiency with AIScan and strong IT infrastructure skills allow me to seamlessly integrate complex systems, contributing significantly to projects requiring efficient data processing and streamlined workflows.  I'm eager to leverage my expertise to develop and maintain robust integrations, ensuring optimal performance and interoperability of Canon products with third-party solutions.",Technical,['AIScan'],"{'Data Analysis': 8, 'IT Infrastructure': 6, 'Workflow Automation': 9}","['Microsoft Azure Certification', 'ITIL']",['Networking'],"['Healthcare', 'Retail']",London,hybrid,{'Italian': 'B2'},2025-06-13,40,7,10,5
E800,IT Systems Engineer,"I am a technically proficient IT professional with extensive experience optimizing workflow automation in retail environments, leveraging my skills in CloudSuite, Print2.0, and Workflow2000.  My expertise in API development and IT infrastructure allows me to contribute significantly to projects requiring streamlined processes and robust system maintenance.  I'm confident in my ability to improve efficiency and resolve technical challenges, and I'm eager to apply my skills to support the team's goals.",Technical,"['CloudSuite', 'Print2.0', 'Workflow2000']","{'Workflow Automation': 9, 'API Development': 6, 'IT Infrastructure': 5}","['Microsoft Azure Certification', 'ISO 27001']","['Cloud Infrastructure', 'Cybersecurity']",['Retail'],Berlin,remote,{'French': 'C1'},2025-06-18,40,2,1,7
E801,IT Systems Engineer,"I am a highly proficient IT infrastructure specialist with extensive experience in optimizing cloud-based systems, including CloudSuite and AIScan. My core strengths lie in API development, workflow automation, and maintaining robust IT infrastructure, skills I've honed supporting both education and healthcare clients.  I'm eager to contribute my expertise to projects requiring seamless integration of cloud services and efficient workflow automation, leveraging my deep understanding of Print2.0 and other relevant technologies.",Technical,"['CloudSuite', 'AIScan', 'Print2.0']","{'Cloud Services': 5, 'API Development': 4, 'IT Infrastructure': 8, 'Workflow Automation': 7}","['ISO 27001', 'Microsoft Azure Certification']","['Cybersecurity', 'Scripting']","['Education', 'Healthcare']",Berlin,remote,"{'German': 'C1', 'French': 'A2', 'English': 'B2'}",2025-06-09,30,8,1,6
E802,Senior HR Manager,"I am a seasoned HR professional with experience streamlining onboarding processes using platforms like Onboarding Suite and Employee Experience Platform, and managing HR data within HRIS Plus.  My strong communication skills (8/10) allow me to effectively build relationships and address employee concerns across diverse sectors including manufacturing, education, and healthcare. I'm adept at leveraging digital HR tools (6/10) to optimize HR operations and contribute to projects focused on improving employee experience and relations.  I'm eager to apply my expertise to enhance our organization's HR effectiveness.",HR,"['Onboarding Suite', 'Employee Experience Platform', 'HRIS Plus']","{'Communication Skills': 8, 'Digital HR': 6}","['SHRM-CP', 'HR Analytics Certification']","['Organizational Development Systems', 'HRIS Systems']","['Manufacturing', 'Education', 'Healthcare']",Vienna,hybrid,{'French': 'B1'},2025-05-27,40,2,8,3
E803,Workflow Consultant,"I am a highly analytical business consultant with extensive experience in optimizing processes within the manufacturing and retail sectors.  My expertise spans business analysis frameworks, ERP migrations, and strategic planning, enabling me to effectively lead projects and deliver impactful workflow improvements.  I leverage my strong project management skills (5/5) to guide clients through complex transformations, ensuring successful implementation of strategic initiatives. I'm confident in contributing to projects requiring both strategic vision and detailed operational analysis.",Consulting,"['Business Analysis Framework', 'ERP Migration Tool', 'Strategy Kit']","{'Project Management': 5, 'Strategic Planning': 5}","['Business Analysis Certification', 'Six Sigma']","['Business Workflow Optimization', 'Strategic Planning']","['Manufacturing', 'Retail']",London,hybrid,"{'French': 'B2', 'German': 'C2'}",2025-05-30,40,5,2,5
E804,Workflow Consultant,"I am a consultant specializing in optimizing business processes and driving efficient change within retail and education sectors.  My expertise lies in leveraging my strong project management skills (8/10) and deep understanding of workflow optimization (9/10) to improve operational efficiency, often utilizing frameworks like ERP migration tools and business analysis methodologies. I excel at identifying areas for improvement and translating strategic plans into actionable steps, contributing significantly to projects requiring seamless change management.",Consulting,"['ERP Migration Tool', 'Business Analysis Framework']","{'Project Management': 8, 'Change Management': 4, 'Workflow Optimization': 9, 'Strategic Planning': 4}",['PMP'],"['Strategic Planning', 'Business Workflow Optimization']","['Retail', 'Education']",Vienna,hybrid,"{'German': 'A1', 'Italian': 'C1'}",2025-06-07,30,8,7,3
E805,Senior HR Manager,"I am a highly organized and communicative HR professional with extensive experience in healthcare and retail, specializing in streamlining HR operations through platforms like HRIS Plus and Onboarding Suite.  My expertise in organizational development allows me to contribute significantly to projects focused on improving employee engagement and internal processes.  I excel at managing employee relations and ensuring a positive and productive work environment.  I'm eager to leverage my skills to support initiatives driving HR efficiency and employee success.",HR,"['HRIS Plus', 'Onboarding Suite']","{'Communication Skills': 8, 'Organizational Development': 10}","['SHRM-CP', 'HR Analytics Certification']",['HRIS Systems'],"['Healthcare', 'Retail']",Vienna,onsite,"{'German': 'B2', 'French': 'A2', 'Italian': 'B2'}",2025-06-07,20,8,3,7
E806,Corporate Trainer,"I am a passionate HR professional with a strong background in manufacturing and extensive experience with Employee Experience Platforms.  My expertise lies in leveraging digital HR tools to design and deliver engaging employee training programs, improving overall employee experience.  I'm also proficient in organizational development and communication, allowing me to contribute meaningfully to projects focusing on employee engagement and talent development. I'm eager to collaborate and contribute my skills to enhance our company's HR initiatives.",HR,['Employee Experience Platform'],"{'Digital HR': 8, 'Organizational Development': 4, 'Communication Skills': 4}","['HR Analytics Certification', 'PMP']",['Employee Experience Platforms'],['Manufacturing'],Berlin,hybrid,"{'French': 'B2', 'English': 'C1', 'Italian': 'C2'}",2025-05-25,10,5,7,3
E807,Project Manager,"I am a seasoned consultant with a proven track record in delivering successful projects across retail, education, and finance.  My expertise lies in leveraging business analysis frameworks and strategic planning tools to drive impactful change management initiatives, optimizing workflows, and coordinating cross-functional teams to meet project goals. I bring a strong skillset in business analysis, strategic planning, and project management, enabling me to contribute significantly to complex projects requiring efficient solutions and effective stakeholder communication.  I'm confident in my ability to quickly add value to any team.",Consulting,"['Business Analysis Framework', 'Strategy Kit']","{'Change Management': 7, 'Business Analysis': 6, 'Project Management': 5, 'Workflow Optimization': 5, 'Strategic Planning': 8}","['PMP', 'Agile Practitioner']","['Strategic Planning', 'Business Workflow Optimization']","['Retail', 'Education', 'Finance']",Vienna,onsite,{'Italian': 'A1'},2025-05-24,30,9,6,1
E808,Senior HR Manager,"I am a highly experienced HR professional with a proven track record in manufacturing, specializing in talent management and organizational development.  My expertise in HRIS Plus and Onboarding Suite allows me to streamline HR processes and improve employee experiences.  I'm confident in my ability to contribute significantly to projects requiring strategic HR planning and execution, leveraging my skills in digital HR to drive innovation and efficiency. I'm eager to collaborate on initiatives impacting employee relations and overall organizational effectiveness.",HR,"['HRIS Plus', 'Onboarding Suite']","{'Talent Management': 9, 'Digital HR': 5, 'Organizational Development': 10}","['SHRM-CP', 'PMP']","['HRIS Systems', 'Employee Experience Platforms']",['Manufacturing'],Berlin,hybrid,{'Italian': 'A2'},2025-06-13,20,3,3,4
E809,Workflow Consultant,"I am a consultant specializing in optimizing business processes and driving successful change within organizations, particularly in the education and retail sectors.  My expertise lies in leveraging tools like ERP Migration Tools and Strategy Kits to streamline workflows and improve strategic planning, consistently achieving high-impact results.  I excel at change management and workflow optimization, bringing a proven ability to analyze existing processes and recommend data-driven improvements that boost efficiency and productivity.  I'm eager to contribute my skills to projects requiring strategic planning and process enhancements.",Consulting,"['ERP Migration Tool', 'Strategy Kit']","{'Change Management': 8, 'Workflow Optimization': 8, 'Strategic Planning': 7}",['Agile Practitioner'],['Strategic Planning'],"['Education', 'Retail']",London,onsite,"{'English': 'C2', 'Italian': 'A2'}",2025-05-28,10,7,5,1
E810,Senior HR Manager,"I am a seasoned HR professional with extensive experience in onboarding, HRIS systems (specifically Onboarding Suite and HRIS Plus), and a proven track record across diverse industries like manufacturing, retail, and finance.  My strengths lie in strategic communication, digital HR implementation, and organizational development, allowing me to seamlessly manage HR operations and employee relations. I'm confident in contributing to projects requiring expertise in talent management and streamlining HR processes for improved employee experience.",HR,"['Onboarding Suite', 'HRIS Plus']","{'Communication Skills': 8, 'Digital HR': 10, 'Organizational Development': 7, 'Talent Management': 5}","['PMP', 'SHRM-CP']","['Organizational Development Systems', 'HRIS Systems']","['Manufacturing', 'Retail', 'Finance']",Vienna,onsite,{'French': 'C1'},2025-06-02,30,2,1,8
E811,Customer Success Manager,"I am a highly skilled sales professional with extensive experience driving post-sales success and client satisfaction across diverse industries like healthcare, finance, and manufacturing.  My expertise lies in leveraging Sales Enablement Suites and CRM Pro to optimize client relationships and integrations, a skillset I rate at a 10. I excel at negotiation (9/10) and proactively manage client needs, ensuring seamless CRM utilization and contributing significantly to project success through strong customer relationship management (8/10).",Sales,"['Sales Enablement Suite', 'CRM Pro']","{'Negotiation': 9, 'Client Management': 6, 'CRM Integration': 10, 'Customer Relationship Management': 8}",['CRM Specialist Certification'],['Client Relationship Systems'],"['Healthcare', 'Finance', 'Manufacturing']",Vienna,onsite,"{'French': 'C1', 'English': 'A1', 'German': 'B1'}",2025-05-30,40,3,3,5
E812,Digital Marketing Specialist,"I'm a marketing professional with a proven track record in executing successful online campaigns across the finance and education sectors.  My expertise lies in copywriting, SEO optimization, and managing digital campaigns using various content management systems and SEO toolkits. I'm confident in contributing to projects requiring strong content strategy and campaign execution, leveraging my skills to drive engagement and achieve marketing objectives.",Marketing,"['Digital Campaign Manager', 'Content CMS', 'SEO Toolkit']","{'Copywriting': 10, 'SEO Optimization': 8, 'Content Strategy': 4, 'Campaign Management': 5}","['Google Ads Certification', 'HubSpot Marketing Certification']",['Social Media Integration'],"['Finance', 'Education']",Berlin,hybrid,"{'English': 'B1', 'French': 'A1'}",2025-05-30,30,6,7,2
E813,Pre-Sales Engineer,"I am a sales professional with extensive experience in diverse sectors like manufacturing, education, and finance, leveraging my expertise in CRM systems like Salesforce Light and Loyalty CRM.  My core strengths lie in crafting compelling technical demonstrations and proposals, integrating CRM solutions seamlessly (proficiency level 9), and expertly negotiating deals (proficiency level 4). I'm confident in contributing significantly to sales projects requiring strong customer relationship management and technical presentation skills.",Sales,"['Loyalty CRM', 'SalesForce Light']","{'Negotiation': 4, 'CRM Integration': 9, 'Customer Relationship Management': 8}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']",['Sales Pipeline Automation'],"['Manufacturing', 'Education', 'Finance']",London,onsite,"{'French': 'B2', 'Italian': 'C1'}",2025-06-09,20,9,2,10
E814,Pre-Sales Engineer,"I am a sales professional with a strong background in CRM systems, including Salesforce Light, Loyalty CRM, and CRM Pro, and experience integrating them across retail, healthcare, and manufacturing sectors.  My expertise in customer relationship management allows me to effectively develop and deliver compelling technical demonstrations and solution proposals to prospective clients.  I'm confident in contributing to projects requiring strong CRM integration skills and a deep understanding of customer needs, driving increased sales and improved customer satisfaction.",Sales,"['SalesForce Light', 'Loyalty CRM', 'CRM Pro']","{'CRM Integration': 8, 'Customer Relationship Management': 6}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']",['CRM Integration'],"['Retail', 'Healthcare', 'Manufacturing']",Berlin,remote,{'German': 'B2'},2025-05-25,20,8,6,5
E815,Workflow Consultant,"I am a business analyst specializing in process optimization, leveraging a robust framework to analyze and improve workflows within manufacturing and healthcare settings.  My expertise in change management (8/10) ensures smooth transitions during implementation, while my proficiency in workflow optimization (6/10) allows me to identify and recommend impactful improvements. I'm confident in contributing to projects requiring efficient process redesign and streamlined operations, leading to tangible business benefits.",Consulting,['Business Analysis Framework'],"{'Change Management': 8, 'Workflow Optimization': 6}","['Agile Practitioner', 'PMP']","['Business Workflow Optimization', 'Strategic Planning']","['Manufacturing', 'Healthcare']",Berlin,hybrid,{'German': 'B1'},2025-05-25,40,2,4,3
E816,Workflow Consultant,"I am a seasoned consultant specializing in streamlining business operations, with a proven track record in ERP migration projects across diverse sectors like education, finance, and manufacturing.  My expertise lies in workflow optimization, business analysis, and project management, allowing me to identify and implement process improvements that boost efficiency and productivity. I leverage my skills to deliver impactful solutions, contributing significantly to project success through meticulous planning and execution.",Consulting,['ERP Migration Tool'],"{'Workflow Optimization': 8, 'Business Analysis': 7, 'Project Management': 8}",['PMP'],['ERP Systems Integration'],"['Education', 'Finance', 'Manufacturing']",London,remote,{'German': 'B2'},2025-05-30,10,8,6,8
E817,Pre-Sales Engineer,"I am a sales professional with a proven track record in the manufacturing, healthcare, and finance sectors, proficient in CRM Pro and Salesforce Light.  My strengths lie in negotiation (7/7) and client management (5/7), enabling me to build strong relationships and effectively integrate CRM solutions (6/7) to drive sales growth. I'm eager to contribute to projects requiring strategic client engagement and the development of compelling technical demos and solution proposals.",Sales,"['CRM Pro', 'SalesForce Light']","{'Client Management': 5, 'Negotiation': 7, 'CRM Integration': 6, 'Customer Relationship Management': 4}",['CRM Specialist Certification'],['CRM Integration'],"['Manufacturing', 'Healthcare', 'Finance']",Berlin,remote,{'German': 'B2'},2025-05-23,40,7,5,6
E818,Project Manager,"I am a seasoned Business Analyst and Project Manager with a proven track record of successfully delivering projects across diverse industries like Healthcare, Manufacturing, and Education.  My expertise in frameworks like Business Analysis and Strategy Kits, coupled with my experience migrating ERP systems, allows me to efficiently manage complex projects and optimize workflows. I excel at coordinating cross-functional teams and am confident in my ability to contribute significantly to improving project delivery and strategic planning within your organization.",Consulting,"['Business Analysis Framework', 'Strategy Kit', 'ERP Migration Tool']","{'Project Management': 7, 'Business Analysis': 8, 'Workflow Optimization': 6, 'Strategic Planning': 4, 'Change Management': 4}","['PMP', 'Business Analysis Certification']",['ERP Systems Integration'],"['Healthcare', 'Manufacturing', 'Education']",Berlin,onsite,"{'Italian': 'A1', 'English': 'B1'}",2025-05-23,30,8,8,10
